booking_id,asset_tag,asset_name,booking_date,weekday,start_hour,duration_minutes,booked_by,status
BK-01367,AF-0177,Forklift,2026-06-01,Monday,16,60,E-0041,Completed
BK-01368,AF-0177,Forklift,2025-12-10,Wednesday,12,60,E-0056,Completed
BK-01369,AF-0177,Forklift,2026-03-19,Thursday,15,60,E-0054,Completed
BK-01370,AF-0177,Forklift,2026-05-27,Wednesday,17,60,E-0055,Cancelled
BK-01371,AF-0177,Forklift,2026-03-05,Thursday,13,30,E-0043,Completed
BK-01372,AF-0177,Forklift,2026-02-24,Tuesday,14,90,E-0030,Completed
BK-01373,AF-0177,Forklift,2026-05-05,Tuesday,15,60,E-0022,Completed
BK-01374,AF-0177,Forklift,2025-12-10,Wednesday,15,60,E-0040,Completed
BK-01375,AF-0177,Forklift,2026-02-12,Thursday,16,30,E-0006,Completed
BK-01376,AF-0177,Forklift,2026-03-05,Thursday,14,90,E-0021,Completed
BK-01377,AF-0177,Forklift,2026-01-23,Friday,10,60,E-0051,Completed
BK-01378,AF-0177,Forklift,2026-06-17,Wednesday,14,60,E-0032,Completed
BK-01379,AF-0177,Forklift,2026-02-17,Tuesday,15,30,E-0007,Cancelled
BK-01380,AF-0177,Forklift,2025-07-21,Monday,16,30,E-0022,Completed
BK-01381,AF-0177,Forklift,2025-10-14,Tuesday,11,60,E-0044,Completed
BK-01382,AF-0177,Forklift,2025-12-30,Tuesday,15,120,E-0014,Cancelled
BK-01383,AF-0177,Forklift,2025-10-31,Friday,15,60,E-0051,Completed
BK-01384,AF-0177,Forklift,2025-11-04,Tuesday,15,60,E-0019,Completed
BK-01385,AF-0177,Forklift,2025-11-24,Monday,17,30,E-0002,Completed
BK-01386,AF-0177,Forklift,2025-08-25,Monday,16,30,E-0014,Completed
BK-01387,AF-0177,Forklift,2026-01-05,Monday,12,60,E-0020,Completed
BK-01388,AF-0177,Forklift,2025-12-11,Thursday,16,90,E-0057,Completed
BK-01389,AF-0177,Forklift,2026-03-04,Wednesday,17,30,E-0002,Completed
BK-01390,AF-0177,Forklift,2025-12-02,Tuesday,11,60,E-0036,Completed
BK-01391,AF-0177,Forklift,2025-09-29,Monday,9,60,E-0053,Completed
BK-01392,AF-0177,Forklift,2026-01-27,Tuesday,11,60,E-0060,Completed
BK-01393,AF-0177,Forklift,2026-04-29,Wednesday,14,90,E-0031,Completed
BK-01394,AF-0177,Forklift,2025-08-25,Monday,12,30,E-0038,Completed
BK-01395,AF-0177,Forklift,2025-12-01,Monday,17,60,E-0046,Cancelled
BK-01396,AF-0177,Forklift,2025-08-27,Wednesday,16,60,E-0020,Completed
BK-01397,AF-0177,Forklift,2026-06-30,Tuesday,14,30,E-0052,Completed
BK-01398,AF-0177,Forklift,2025-12-15,Monday,14,90,E-0021,Completed
BK-01399,AF-0177,Forklift,2025-12-05,Friday,10,60,E-0046,Completed
BK-01400,AF-0177,Forklift,2026-05-26,Tuesday,15,30,E-0018,Completed
BK-01401,AF-0177,Forklift,2026-02-06,Friday,15,90,E-0009,Completed
BK-01402,AF-0177,Forklift,2025-08-20,Wednesday,11,30,E-0032,Completed
BK-01403,AF-0177,Forklift,2025-10-03,Friday,9,60,E-0036,Completed
BK-01404,AF-0177,Forklift,2025-10-07,Tuesday,13,60,E-0001,Completed
BK-01405,AF-0179,Sedan Car,2026-06-02,Tuesday,11,120,E-0060,Completed
BK-01406,AF-0179,Sedan Car,2026-01-05,Monday,11,30,E-0011,Completed
BK-01407,AF-0179,Sedan Car,2025-09-10,Wednesday,11,60,E-0049,Completed
BK-01408,AF-0179,Sedan Car,2026-01-28,Wednesday,14,30,E-0009,Cancelled
BK-01409,AF-0180,Sedan Car,2025-07-17,Thursday,11,30,E-0010,Completed
BK-01410,AF-0180,Sedan Car,2026-03-23,Monday,14,30,E-0030,Completed
BK-01411,AF-0180,Sedan Car,2025-09-10,Wednesday,10,60,E-0039,Completed
BK-01412,AF-0180,Sedan Car,2026-02-17,Tuesday,14,60,E-0014,Completed
BK-01413,AF-0180,Sedan Car,2026-01-26,Monday,14,60,E-0054,Completed
BK-01414,AF-0180,Sedan Car,2025-08-07,Thursday,10,90,E-0030,Completed
BK-01415,AF-0180,Sedan Car,2026-05-21,Thursday,10,90,E-0054,Completed
BK-01416,AF-0180,Sedan Car,2025-07-18,Friday,14,60,E-0005,Completed
BK-01417,AF-0180,Sedan Car,2026-06-08,Monday,15,60,E-0017,Completed
BK-01418,AF-0180,Sedan Car,2026-06-09,Tuesday,16,60,E-0049,Completed
BK-01419,AF-0180,Sedan Car,2025-07-29,Tuesday,13,30,E-0026,Completed
BK-01420,AF-0186,Pallet Jack,2025-09-03,Wednesday,13,30,E-0052,Completed
BK-01421,AF-0186,Pallet Jack,2026-06-15,Monday,11,60,E-0003,Completed
BK-01422,AF-0186,Pallet Jack,2025-12-16,Tuesday,12,60,E-0026,Completed
BK-01423,AF-0186,Pallet Jack,2026-04-30,Thursday,11,120,E-0055,Completed
BK-01424,AF-0186,Pallet Jack,2026-02-04,Wednesday,10,120,E-0028,Completed
BK-01425,AF-0186,Pallet Jack,2026-05-06,Wednesday,10,60,E-0017,Completed
BK-01426,AF-0186,Pallet Jack,2026-06-25,Thursday,15,60,E-0029,Completed
BK-01427,AF-0186,Pallet Jack,2026-06-08,Monday,14,60,E-0027,Completed
BK-01428,AF-0186,Pallet Jack,2025-10-01,Wednesday,15,90,E-0043,Completed
BK-01429,AF-0186,Pallet Jack,2026-04-22,Wednesday,15,30,E-0041,Completed
BK-01430,AF-0186,Pallet Jack,2026-06-01,Monday,10,30,E-0010,Completed
BK-01431,AF-0186,Pallet Jack,2026-05-14,Thursday,14,60,E-0037,Completed
BK-01432,AF-0186,Pallet Jack,2026-06-02,Tuesday,11,90,E-0023,Completed
BK-01433,AF-0186,Pallet Jack,2025-07-16,Wednesday,15,60,E-0017,Completed
BK-01434,AF-0186,Pallet Jack,2026-02-16,Monday,10,30,E-0009,Completed
BK-01435,AF-0186,Pallet Jack,2025-08-11,Monday,11,120,E-0007,Completed
BK-01436,AF-0186,Pallet Jack,2025-08-02,Saturday,10,60,E-0058,Completed
BK-01437,AF-0186,Pallet Jack,2026-05-08,Friday,13,90,E-0024,Completed
BK-01438,AF-0186,Pallet Jack,2026-04-22,Wednesday,15,60,E-0022,Completed
BK-01439,AF-0186,Pallet Jack,2026-02-25,Wednesday,10,30,E-0017,Completed
BK-01440,AF-0186,Pallet Jack,2025-09-29,Monday,14,60,E-0019,Completed
BK-01441,AF-0186,Pallet Jack,2025-07-21,Monday,11,120,E-0038,Completed
BK-01442,AF-0186,Pallet Jack,2026-01-22,Thursday,10,90,E-0035,Completed
BK-01443,AF-0186,Pallet Jack,2025-09-10,Wednesday,10,30,E-0030,Completed
BK-01444,AF-0186,Pallet Jack,2026-05-23,Saturday,17,60,E-0023,Completed
BK-01445,AF-0186,Pallet Jack,2025-07-31,Thursday,12,30,E-0052,Completed
BK-01446,AF-0186,Pallet Jack,2025-10-30,Thursday,10,90,E-0029,Completed
BK-01447,AF-0186,Pallet Jack,2026-05-12,Tuesday,11,60,E-0046,Completed
BK-01448,AF-0186,Pallet Jack,2026-02-12,Thursday,9,60,E-0021,Completed
BK-01449,AF-0186,Pallet Jack,2026-02-18,Wednesday,15,30,E-0038,Completed
BK-01450,AF-0186,Pallet Jack,2026-06-09,Tuesday,14,60,E-0029,Completed
BK-01451,AF-0186,Pallet Jack,2026-03-04,Wednesday,15,60,E-0006,Cancelled
BK-01452,AF-0186,Pallet Jack,2026-05-18,Monday,13,30,E-0016,Completed
BK-01453,AF-0186,Pallet Jack,2025-08-27,Wednesday,14,30,E-0049,Completed
BK-01454,AF-0187,Generator,2026-04-01,Wednesday,9,60,E-0001,Cancelled
BK-01455,AF-0187,Generator,2026-02-07,Saturday,13,30,E-0033,Cancelled
BK-01456,AF-0187,Generator,2026-06-22,Monday,10,90,E-0027,Completed
BK-01457,AF-0187,Generator,2025-07-14,Monday,17,90,E-0053,Completed
BK-01458,AF-0187,Generator,2025-10-08,Wednesday,10,30,E-0029,Completed
BK-01459,AF-0187,Generator,2025-08-12,Tuesday,10,30,E-0038,Cancelled
BK-01460,AF-0187,Generator,2025-09-09,Tuesday,17,60,E-0036,Completed
BK-01461,AF-0187,Generator,2025-10-23,Thursday,15,60,E-0013,Completed
BK-01462,AF-0187,Generator,2026-07-09,Thursday,10,60,E-0009,Completed
BK-01463,AF-0187,Generator,2025-10-23,Thursday,12,120,E-0055,Completed
BK-01464,AF-0187,Generator,2025-08-22,Friday,14,60,E-0042,Completed
BK-01465,AF-0187,Generator,2026-03-04,Wednesday,15,60,E-0006,Completed
BK-01466,AF-0187,Generator,2026-02-10,Tuesday,12,30,E-0041,Completed
BK-01467,AF-0187,Generator,2026-06-21,Sunday,16,30,E-0018,Completed
BK-01468,AF-0187,Generator,2026-06-30,Tuesday,11,60,E-0041,Completed
BK-01469,AF-0187,Generator,2026-04-29,Wednesday,12,60,E-0006,Completed
BK-01470,AF-0187,Generator,2026-01-29,Thursday,9,120,E-0028,Completed
BK-01471,AF-0187,Generator,2026-04-10,Friday,11,60,E-0009,Completed
BK-01472,AF-0187,Generator,2025-07-25,Friday,11,30,E-0057,Completed
BK-01473,AF-0187,Generator,2026-01-28,Wednesday,15,90,E-0002,Cancelled
BK-01474,AF-0187,Generator,2026-06-15,Monday,17,60,E-0056,Completed
BK-01475,AF-0187,Generator,2026-04-07,Tuesday,12,90,E-0040,Completed
BK-01476,AF-0187,Generator,2026-02-25,Wednesday,9,30,E-0048,Completed
BK-01477,AF-0187,Generator,2025-12-03,Wednesday,13,60,E-0018,Completed
BK-01478,AF-0187,Generator,2026-06-25,Thursday,16,30,E-0037,Completed
BK-01479,AF-0187,Generator,2025-07-24,Thursday,12,30,E-0019,Completed
BK-01480,AF-0187,Generator,2026-04-03,Friday,15,30,E-0055,Completed
BK-01481,AF-0187,Generator,2026-01-22,Thursday,13,60,E-0030,Completed
BK-01482,AF-0187,Generator,2026-05-25,Monday,11,30,E-0022,Cancelled
BK-01483,AF-0187,Generator,2026-04-02,Thursday,11,60,E-0034,Completed
BK-01484,AF-0187,Generator,2025-12-16,Tuesday,14,60,E-0033,Completed
BK-01485,AF-0187,Generator,2025-10-07,Tuesday,15,90,E-0015,Completed
BK-01486,AF-0188,Generator,2026-06-16,Tuesday,12,60,E-0031,Completed
BK-01487,AF-0188,Generator,2025-08-27,Wednesday,14,30,E-0012,Completed
BK-01488,AF-0188,Generator,2026-03-05,Thursday,15,60,E-0012,Completed
BK-01489,AF-0188,Generator,2026-03-04,Wednesday,11,60,E-0052,Completed
BK-01490,AF-0188,Generator,2025-11-04,Tuesday,15,60,E-0012,Completed
BK-01491,AF-0188,Generator,2026-06-17,Wednesday,11,90,E-0016,Completed
BK-01492,AF-0188,Generator,2025-09-18,Thursday,17,120,E-0040,Completed
BK-01493,AF-0188,Generator,2026-07-10,Friday,11,120,E-0048,Completed
BK-01494,AF-0188,Generator,2026-02-19,Thursday,12,60,E-0017,Completed
BK-01495,AF-0188,Generator,2026-06-16,Tuesday,10,60,E-0003,Completed
BK-01496,AF-0188,Generator,2026-05-21,Thursday,10,30,E-0046,Cancelled
BK-01497,AF-0188,Generator,2025-10-30,Thursday,12,120,E-0052,Completed
BK-01498,AF-0189,Sedan Car,2026-05-06,Wednesday,10,90,E-0032,Completed
BK-01499,AF-0190,Dell Laptop,2026-04-02,Thursday,13,90,E-0054,Completed
BK-01500,AF-0190,Dell Laptop,2025-11-27,Thursday,9,90,E-0029,Completed
BK-01501,AF-0190,Dell Laptop,2026-03-19,Thursday,12,60,E-0033,Cancelled
BK-01502,AF-0190,Dell Laptop,2026-04-14,Tuesday,13,60,E-0052,Completed
BK-01503,AF-0190,Dell Laptop,2025-09-11,Thursday,14,30,E-0043,Completed
BK-01504,AF-0190,Dell Laptop,2026-02-04,Wednesday,15,60,E-0037,Completed
BK-01505,AF-0192,Scooter,2026-03-03,Tuesday,15,90,E-0054,Completed
BK-01506,AF-0192,Scooter,2026-04-29,Wednesday,13,60,E-0026,Completed
BK-01507,AF-0192,Scooter,2025-11-26,Wednesday,9,90,E-0033,Completed
BK-01508,AF-0192,Scooter,2026-05-12,Tuesday,17,30,E-0042,Completed
BK-01509,AF-0192,Scooter,2026-06-09,Tuesday,10,30,E-0037,Cancelled
BK-01510,AF-0192,Scooter,2025-08-07,Thursday,14,30,E-0034,Completed
BK-01511,AF-0192,Scooter,2026-02-04,Wednesday,10,60,E-0049,Completed
BK-01512,AF-0192,Scooter,2026-03-20,Friday,13,30,E-0033,Completed
BK-01513,AF-0192,Scooter,2025-11-27,Thursday,10,30,E-0024,Completed
BK-01514,AF-0192,Scooter,2026-03-23,Monday,11,90,E-0047,Completed
BK-01515,AF-0192,Scooter,2026-04-23,Thursday,11,30,E-0011,Completed
BK-01516,AF-0192,Scooter,2025-11-04,Tuesday,15,30,E-0045,Completed
BK-01517,AF-0192,Scooter,2025-09-12,Friday,15,60,E-0038,Completed
BK-01518,AF-0192,Scooter,2025-08-05,Tuesday,10,30,E-0001,Completed
BK-01519,AF-0192,Scooter,2026-07-09,Thursday,17,60,E-0027,Completed
BK-01520,AF-0192,Scooter,2025-12-22,Monday,14,60,E-0007,Completed
BK-01521,AF-0192,Scooter,2026-02-02,Monday,12,30,E-0042,Completed
BK-01522,AF-0192,Scooter,2025-11-08,Saturday,16,90,E-0025,Cancelled
BK-01523,AF-0192,Scooter,2025-11-20,Thursday,15,30,E-0023,Completed
BK-01524,AF-0192,Scooter,2026-03-21,Saturday,15,90,E-0050,Completed
BK-01525,AF-0192,Scooter,2026-01-01,Thursday,15,90,E-0007,Completed
BK-01526,AF-0192,Scooter,2025-07-21,Monday,16,30,E-0048,Cancelled
BK-01527,AF-0192,Scooter,2026-05-02,Saturday,11,60,E-0051,Cancelled
BK-01528,AF-0192,Scooter,2026-03-12,Thursday,14,30,E-0033,Completed
BK-01529,AF-0192,Scooter,2025-08-20,Wednesday,9,30,E-0020,Completed
BK-01530,AF-0192,Scooter,2025-09-09,Tuesday,17,90,E-0045,Completed
BK-01531,AF-0200,Generator,2025-07-21,Monday,10,30,E-0002,Completed
BK-01532,AF-0200,Generator,2026-02-26,Thursday,17,30,E-0039,Completed
BK-01533,AF-0200,Generator,2025-10-30,Thursday,10,60,E-0059,Completed
BK-01534,AF-0200,Generator,2025-09-24,Wednesday,15,120,E-0054,Cancelled
BK-01535,AF-0200,Generator,2026-01-09,Friday,11,30,E-0006,Cancelled
BK-01536,AF-0200,Generator,2025-12-24,Wednesday,11,30,E-0037,Completed
BK-01537,AF-0200,Generator,2026-01-12,Monday,17,90,E-0014,Completed
BK-01538,AF-0200,Generator,2026-01-13,Tuesday,11,60,E-0031,Completed
BK-01539,AF-0200,Generator,2025-07-23,Wednesday,11,90,E-0049,Cancelled
BK-01540,AF-0200,Generator,2026-03-10,Tuesday,11,90,E-0005,Completed
BK-01541,AF-0200,Generator,2026-03-05,Thursday,15,60,E-0043,Completed
BK-01542,AF-0200,Generator,2026-06-22,Monday,15,30,E-0031,Completed
BK-01543,AF-0200,Generator,2026-02-25,Wednesday,17,60,E-0047,Completed
BK-01544,AF-0200,Generator,2026-01-08,Thursday,10,30,E-0007,Completed
BK-01545,AF-0200,Generator,2026-06-03,Wednesday,17,120,E-0003,Completed
BK-01546,AF-0200,Generator,2026-01-21,Wednesday,12,60,E-0026,Completed
BK-01547,AF-0200,Generator,2025-07-22,Tuesday,15,120,E-0030,Completed
BK-01548,AF-0200,Generator,2025-11-27,Thursday,11,90,E-0017,Completed
BK-01549,AF-0200,Generator,2025-11-18,Tuesday,10,60,E-0010,Completed
BK-01550,AF-0200,Generator,2026-03-19,Thursday,10,30,E-0009,Completed
BK-01551,AF-0200,Generator,2025-11-19,Wednesday,14,90,E-0027,Completed
BK-01552,AF-0200,Generator,2026-01-07,Wednesday,11,60,E-0044,Completed
BK-01553,AF-0200,Generator,2026-04-09,Thursday,14,30,E-0017,Completed
BK-01554,AF-0201,Pallet Jack,2026-06-26,Friday,14,30,E-0041,Completed
BK-01555,AF-0201,Pallet Jack,2025-07-16,Wednesday,10,30,E-0052,Completed
BK-01556,AF-0201,Pallet Jack,2025-09-05,Friday,13,90,E-0008,Completed
BK-01557,AF-0201,Pallet Jack,2026-04-06,Monday,14,60,E-0037,Completed
BK-01558,AF-0201,Pallet Jack,2026-01-30,Friday,11,90,E-0058,Completed
BK-01559,AF-0201,Pallet Jack,2025-08-27,Wednesday,10,60,E-0041,Completed
BK-01560,AF-0201,Pallet Jack,2025-10-31,Friday,11,30,E-0021,Completed
BK-01561,AF-0201,Pallet Jack,2025-11-15,Saturday,10,60,E-0041,Completed
BK-01562,AF-0201,Pallet Jack,2026-07-08,Wednesday,14,60,E-0045,Completed
BK-01563,AF-0201,Pallet Jack,2026-04-17,Friday,15,60,E-0060,Completed
BK-01564,AF-0201,Pallet Jack,2026-05-06,Wednesday,10,60,E-0037,Completed
BK-01565,AF-0201,Pallet Jack,2025-12-15,Monday,16,30,E-0017,Completed
BK-01566,AF-0201,Pallet Jack,2025-07-17,Thursday,13,30,E-0035,Completed
BK-01567,AF-0201,Pallet Jack,2025-08-19,Tuesday,14,120,E-0052,Completed
BK-01568,AF-0201,Pallet Jack,2026-02-06,Friday,13,30,E-0008,Completed
BK-01569,AF-0201,Pallet Jack,2026-06-23,Tuesday,14,90,E-0014,Completed
BK-01570,AF-0201,Pallet Jack,2026-04-02,Thursday,11,120,E-0024,Completed
BK-01571,AF-0201,Pallet Jack,2025-10-09,Thursday,12,30,E-0035,Completed
BK-01572,AF-0201,Pallet Jack,2026-02-08,Sunday,11,90,E-0027,Cancelled
BK-01573,AF-0201,Pallet Jack,2026-01-15,Thursday,15,90,E-0031,Completed
BK-01574,AF-0201,Pallet Jack,2025-10-07,Tuesday,15,60,E-0013,Completed
BK-01575,AF-0201,Pallet Jack,2025-10-08,Wednesday,15,120,E-0037,Completed
BK-01576,AF-0201,Pallet Jack,2026-05-22,Friday,10,60,E-0040,Completed
BK-01577,AF-0201,Pallet Jack,2025-12-16,Tuesday,10,90,E-0021,Completed
BK-01578,AF-0201,Pallet Jack,2025-10-31,Friday,10,120,E-0032,Completed
BK-01579,AF-0201,Pallet Jack,2026-04-25,Saturday,12,30,E-0032,Completed
BK-01580,AF-0202,Pickup Truck,2026-06-18,Thursday,11,90,E-0054,Completed
BK-01581,AF-0202,Pickup Truck,2025-11-05,Wednesday,10,90,E-0007,Completed
BK-01582,AF-0202,Pickup Truck,2026-03-10,Tuesday,10,90,E-0039,Completed
BK-01583,AF-0202,Pickup Truck,2026-04-16,Thursday,15,30,E-0009,Completed
BK-01584,AF-0202,Pickup Truck,2026-04-20,Monday,15,120,E-0038,Completed
BK-01585,AF-0202,Pickup Truck,2025-08-06,Wednesday,11,90,E-0010,Completed
BK-01586,AF-0202,Pickup Truck,2026-04-01,Wednesday,16,60,E-0027,Completed
BK-01587,AF-0202,Pickup Truck,2025-08-13,Wednesday,9,60,E-0022,Completed
BK-01588,AF-0202,Pickup Truck,2026-02-18,Wednesday,15,90,E-0039,Completed
BK-01589,AF-0202,Pickup Truck,2026-01-20,Tuesday,15,30,E-0031,Completed
BK-01590,AF-0202,Pickup Truck,2026-06-05,Friday,15,30,E-0024,Completed
BK-01591,AF-0202,Pickup Truck,2025-12-29,Monday,10,60,E-0032,Completed
BK-01592,AF-0202,Pickup Truck,2025-12-02,Tuesday,11,60,E-0044,Completed
BK-01593,AF-0202,Pickup Truck,2026-05-28,Thursday,14,60,E-0026,Completed
BK-01594,AF-0202,Pickup Truck,2025-08-15,Friday,11,60,E-0001,Completed
BK-01595,AF-0202,Pickup Truck,2025-10-28,Tuesday,14,30,E-0003,Completed
BK-01596,AF-0204,Delivery Van,2026-02-24,Tuesday,11,60,E-0042,Completed
BK-01597,AF-0204,Delivery Van,2026-05-12,Tuesday,15,60,E-0039,Completed
BK-01598,AF-0204,Delivery Van,2026-06-17,Wednesday,10,30,E-0037,Completed
BK-01599,AF-0204,Delivery Van,2025-12-10,Wednesday,13,60,E-0057,Completed
BK-01600,AF-0204,Delivery Van,2025-11-09,Sunday,9,60,E-0018,Completed
BK-01601,AF-0204,Delivery Van,2026-01-01,Thursday,17,30,E-0008,Completed
BK-01602,AF-0204,Delivery Van,2025-12-01,Monday,16,90,E-0003,Completed
BK-01603,AF-0204,Delivery Van,2026-04-24,Friday,13,60,E-0052,Completed
BK-01604,AF-0204,Delivery Van,2026-06-11,Thursday,15,60,E-0019,Completed
BK-01605,AF-0204,Delivery Van,2025-12-17,Wednesday,14,60,E-0043,Completed
BK-01606,AF-0204,Delivery Van,2025-12-29,Monday,11,120,E-0034,Completed
BK-01607,AF-0204,Delivery Van,2025-08-29,Friday,10,60,E-0056,Completed
BK-01608,AF-0204,Delivery Van,2025-09-22,Monday,10,30,E-0031,Cancelled
BK-01609,AF-0204,Delivery Van,2026-02-03,Tuesday,17,30,E-0025,Completed
BK-01610,AF-0206,Pickup Truck,2026-06-12,Friday,10,60,E-0056,Completed
BK-01611,AF-0206,Pickup Truck,2026-05-29,Friday,14,30,E-0009,Completed
BK-01612,AF-0206,Pickup Truck,2025-10-31,Friday,14,90,E-0025,Completed
BK-01613,AF-0206,Pickup Truck,2026-05-26,Tuesday,10,60,E-0057,Completed
BK-01614,AF-0206,Pickup Truck,2026-05-14,Thursday,16,60,E-0018,Completed
BK-01615,AF-0206,Pickup Truck,2025-11-19,Wednesday,11,30,E-0039,Completed
BK-01616,AF-0206,Pickup Truck,2026-02-04,Wednesday,16,60,E-0002,Completed
BK-01617,AF-0206,Pickup Truck,2026-02-27,Friday,11,30,E-0031,Completed
BK-01618,AF-0206,Pickup Truck,2026-01-17,Saturday,10,30,E-0032,Completed
BK-01619,AF-0206,Pickup Truck,2025-12-27,Saturday,13,60,E-0049,Completed
BK-01620,AF-0206,Pickup Truck,2025-08-04,Monday,15,90,E-0004,Completed
BK-01621,AF-0206,Pickup Truck,2026-06-18,Thursday,15,120,E-0009,Completed
BK-01622,AF-0206,Pickup Truck,2025-07-23,Wednesday,11,60,E-0060,Completed
BK-01623,AF-0206,Pickup Truck,2026-04-03,Friday,11,30,E-0012,Completed
BK-01624,AF-0206,Pickup Truck,2026-03-13,Friday,12,30,E-0032,Completed
BK-01625,AF-0206,Pickup Truck,2025-10-17,Friday,10,30,E-0044,Completed
BK-01626,AF-0206,Pickup Truck,2025-12-11,Thursday,15,60,E-0006,Completed
BK-01627,AF-0206,Pickup Truck,2025-12-31,Wednesday,14,30,E-0017,Completed
BK-01628,AF-0206,Pickup Truck,2025-07-30,Wednesday,12,60,E-0037,Completed
BK-01629,AF-0206,Pickup Truck,2026-02-05,Thursday,14,90,E-0036,Completed
BK-01630,AF-0206,Pickup Truck,2026-04-30,Thursday,15,30,E-0054,Completed
BK-01631,AF-0206,Pickup Truck,2025-12-23,Tuesday,17,60,E-0015,Completed
BK-01632,AF-0206,Pickup Truck,2026-06-30,Tuesday,12,90,E-0004,Completed
BK-01633,AF-0207,Dell Laptop,2025-08-23,Saturday,13,60,E-0008,Completed
BK-01634,AF-0207,Dell Laptop,2025-07-21,Monday,14,60,E-0010,Completed
BK-01635,AF-0207,Dell Laptop,2025-12-03,Wednesday,14,30,E-0042,Completed
BK-01636,AF-0207,Dell Laptop,2026-02-02,Monday,14,90,E-0008,Completed
BK-01637,AF-0207,Dell Laptop,2025-11-20,Thursday,11,30,E-0057,Completed
BK-01638,AF-0207,Dell Laptop,2025-08-08,Friday,15,90,E-0021,Completed
BK-01639,AF-0207,Dell Laptop,2025-07-16,Wednesday,15,60,E-0037,Completed
BK-01640,AF-0207,Dell Laptop,2026-06-13,Saturday,14,90,E-0016,Completed
BK-01641,AF-0207,Dell Laptop,2026-03-09,Monday,17,60,E-0039,Completed
BK-01642,AF-0207,Dell Laptop,2025-09-03,Wednesday,11,60,E-0024,Completed
BK-01643,AF-0211,Forklift,2025-09-08,Monday,15,90,E-0006,Completed
BK-01644,AF-0211,Forklift,2025-09-17,Wednesday,11,60,E-0032,Completed
BK-01645,AF-0211,Forklift,2026-06-10,Wednesday,15,60,E-0057,Completed
BK-01646,AF-0211,Forklift,2025-08-19,Tuesday,15,30,E-0003,Completed
BK-01647,AF-0211,Forklift,2025-08-04,Monday,13,60,E-0058,Completed
BK-01648,AF-0211,Forklift,2025-12-19,Friday,11,120,E-0043,Completed
BK-01649,AF-0211,Forklift,2025-09-26,Friday,15,90,E-0046,Completed
BK-01650,AF-0211,Forklift,2026-05-01,Friday,13,90,E-0039,Completed
BK-01651,AF-0211,Forklift,2025-09-24,Wednesday,11,30,E-0002,Completed
BK-01652,AF-0211,Forklift,2025-09-04,Thursday,10,30,E-0046,Completed
BK-01653,AF-0211,Forklift,2025-12-01,Monday,14,90,E-0051,Completed
BK-01654,AF-0211,Forklift,2026-03-19,Thursday,14,30,E-0047,Completed
BK-01655,AF-0211,Forklift,2026-01-29,Thursday,10,120,E-0012,Completed
BK-01656,AF-0211,Forklift,2025-12-01,Monday,10,90,E-0045,Completed
BK-01657,AF-0211,Forklift,2026-05-05,Tuesday,13,60,E-0019,Completed
BK-01658,AF-0211,Forklift,2026-05-30,Saturday,10,30,E-0026,Completed
BK-01659,AF-0211,Forklift,2026-01-01,Thursday,17,60,E-0050,Completed
BK-01660,AF-0211,Forklift,2026-01-19,Monday,11,30,E-0054,Completed
BK-01661,AF-0211,Forklift,2025-11-17,Monday,11,90,E-0058,Completed
BK-01662,AF-0211,Forklift,2025-12-27,Saturday,16,120,E-0020,Completed
BK-01663,AF-0211,Forklift,2026-02-24,Tuesday,13,120,E-0049,Completed
BK-01664,AF-0211,Forklift,2026-05-19,Tuesday,9,90,E-0051,Cancelled
BK-01665,AF-0211,Forklift,2025-10-14,Tuesday,17,60,E-0002,Completed
BK-01666,AF-0211,Forklift,2025-10-16,Thursday,11,60,E-0018,Completed
BK-01667,AF-0211,Forklift,2026-03-24,Tuesday,16,30,E-0024,Completed
BK-01668,AF-0211,Forklift,2026-01-09,Friday,10,90,E-0028,Completed
BK-01669,AF-0211,Forklift,2025-09-02,Tuesday,10,90,E-0049,Completed
BK-01670,AF-0211,Forklift,2025-08-19,Tuesday,17,60,E-0053,Completed
BK-01671,AF-0211,Forklift,2025-07-28,Monday,17,30,E-0012,Completed
BK-01672,AF-0211,Forklift,2025-12-15,Monday,14,30,E-0032,Completed
BK-01673,AF-0211,Forklift,2025-08-04,Monday,10,120,E-0038,Completed
BK-01674,AF-0211,Forklift,2025-10-14,Tuesday,14,30,E-0033,Completed
BK-01675,AF-0211,Forklift,2026-01-22,Thursday,11,30,E-0036,Completed
BK-01676,AF-0211,Forklift,2025-07-30,Wednesday,14,60,E-0058,Completed
BK-01677,AF-0211,Forklift,2025-12-16,Tuesday,11,60,E-0053,Completed
BK-01678,AF-0211,Forklift,2026-01-16,Friday,15,60,E-0059,Completed
BK-01679,AF-0211,Forklift,2026-01-08,Thursday,15,30,E-0059,Completed
BK-01680,AF-0212,Generator,2026-01-19,Monday,17,90,E-0016,Completed
BK-01681,AF-0213,Compressor,2025-12-11,Thursday,11,30,E-0048,Completed
BK-01682,AF-0213,Compressor,2025-11-07,Friday,16,30,E-0052,Completed
BK-01683,AF-0213,Compressor,2025-09-10,Wednesday,11,90,E-0005,Completed
BK-01684,AF-0213,Compressor,2026-05-15,Friday,15,60,E-0002,Completed
BK-01685,AF-0213,Compressor,2026-03-05,Thursday,11,120,E-0043,Completed
BK-01686,AF-0213,Compressor,2025-10-03,Friday,14,30,E-0020,Completed
BK-01687,AF-0213,Compressor,2026-05-01,Friday,12,60,E-0028,Completed
BK-01688,AF-0213,Compressor,2026-06-01,Monday,14,60,E-0042,Completed
